Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-15 00:00:00-04:00,80.98550738644816,84.00621035316378,80.82268254803616,83.35249328613281,138808800,0.0,0.0
2020-06-16 00:00:00-04:00,85.41084628969108,85.83370137590062,83.77291228895632,85.56151580810547,165428800,0.0,0.0
2020-06-17 00:00:00-04:00,86.30758476368395,86.36833908315948,85.32093520870518,85.44244384765625,114406400,0.0,0.0
2020-06-18 00:00:00-04:00,85.39870363740545,85.89446096739049,84.86649519851686,85.47647094726562,96820400,0.0,0.0
2020-06-19 00:00:00-04:00,86.18365491665244,86.65024395832843,83.8774158013372,84.98800659179688,264476000,0.0,0.0
2020-06-22 00:00:00-04:00,85.3817040287766,87.3550034738647,85.33553014482946,87.21162414550781,135445200,0.0,0.0
2020-06-23 00:00:00-04:00,88.458271564233,90.49475713465449,88.0378490872063,89.07310485839844,212155600,0.0,0.0
2020-06-24 00:00:00-04:00,88.70128383856654,89.62232116375478,87.12652960904511,87.50077819824219,192623200,0.0,0.0
2020-06-25 00:00:00-04:00,87.65631188447885,88.70128293611158,86.89566681954251,88.66239929199219,137522400,0.0,0.0
2020-06-26 00:00:00-04:00,88.55793574774712,88.77908238211344,85.78996512327025,85.9382095336914,205256800,0.0,0.0
2020-06-29 00:00:00-04:00,85.84585558837018,88.01357302520984,85.3671112421525,87.91879272460938,130646000,0.0,0.0
2020-06-30 00:00:00-04:00,87.50565292250278,88.9394607092836,87.48621480460635,88.65269470214844,140223200,0.0,0.0
2020-07-01 00:00:00-04:00,88.73045038740587,89.2748066128043,88.43640161382518,88.48500061035156,110737200,0.0,0.0
2020-07-02 00:00:00-04:00,89.39389009933322,90.0305940593183,88.37078963118077,88.48500061035156,114041600,0.0,0.0
2020-07-06 00:00:00-04:00,89.91637951083226,91.3210188724847,89.88478608277487,90.85199737548828,118655600,0.0,0.0
2020-07-07 00:00:00-04:00,91.23109840401239,92.01118162890657,90.45830539930238,90.5700912475586,112424400,0.0,0.0
2020-07-08 00:00:00-04:00,91.549467922268,92.71109019742121,91.46197784699565,92.67949676513672,117092000,0.0,0.0
2020-07-09 00:00:00-04:00,93.57381394650133,93.6272780523232,92.02822738668674,93.07806396484375,125642800,0.0,0.0
2020-07-10 00:00:00-04:00,92.67220807313528,93.29919680465662,92.05980720131565,93.2408676147461,90257200,0.0,0.0
